dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
censo.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,2000-07-26T13:34:48Z,2019-01-03T11:36:49Z,386034
censo2000.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,2000-07-26T13:34:48Z,2019-01-03T11:37:08Z,386036
concar.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,2010-09-23T19:02:45Z,2019-01-03T11:37:23Z,7353286
fibge.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,2011-05-16T18:33:40Z,2019-01-03T11:37:50Z,8261997
ibge.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,1996-01-01T12:00:00Z,2019-03-29T22:39:44Z,0
inde.gov.br,033.787.094/0001-40,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RJ,Rio de Janeiro,20031-170,2010-02-23T17:18:01Z,2019-01-03T11:38:20Z,6581510
ibge2.gov.br,033.787.094/0043-07,IBGE - Instituto Brasileiro de Geografia,RJ,Rio de Janeiro,20271-201,1999-08-06T12:21:05Z,2004-09-13T22:02:10Z,184965
frp.gov.br,033.868.639/0001-42,FUNDACAO ROQUETTE PINTO,RJ,Rio de Janeiro,20231-011,1997-03-06T12:00:00Z,1998-03-18T12:00:00Z,32360
cnpd.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,2001-05-08T19:39:23Z,2019-04-01T13:40:33Z,548050
federativo.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,2006-03-21T15:28:43Z,2017-03-31T13:09:58Z,2696926
ipea.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,1996-04-29T12:00:00Z,2019-06-07T17:44:46Z,7297
ipeadata.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,2000-02-25T18:46:36Z,2018-12-06T19:01:20Z,268063
mestradoprofissional.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,2015-12-02T18:44:16Z,2018-12-06T19:01:34Z,14934291
portalfederativo.gov.br,033.892.175/0001-00,IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,Brasília,70076-900,2006-03-21T15:28:43Z,2017-03-31T13:10:10Z,2696932
anapost.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,2000-02-01T18:09:06Z,2016-12-26T19:12:49Z,246117
correio.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,2000-02-01T18:09:22Z,2016-12-26T19:15:13Z,246912
correios.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,1997-10-16T11:00:00Z,2016-12-26T19:16:55Z,63697
e-post.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,2001-09-21T19:00:54Z,2016-12-26T19:19:22Z,637040
ect.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,1996-02-08T12:00:00Z,2016-12-26T19:19:27Z,5310
epost.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,2001-09-21T18:29:56Z,2016-12-26T19:19:37Z,637030
reformapostal.gov.br,034.028.316/0001-03,Empresa Brasileira de Correios e Telégrafos,DF,Brasília,70002-900,2000-01-17T13:47:32Z,2016-12-26T19:21:59Z,240586
correios-ce.gov.br,034.028.316/0010-02,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,CE,Fortaleza,60030-970,1996-02-07T12:00:00Z,2013-12-11T13:37:56Z,5293
codern.gov.br,034.040.345/0001-90,COMPANHIA DAS DOCAS DO RIO GRANDE DO NORTE,RN,Natal,59010-700,2011-12-15T12:52:59Z,2011-12-15T12:52:59Z,9218722
cfa.gov.br,034.061.135/0001-89,CFA - CONSELHO FEDERAL DE ADMINISTRACAO,DF,Brasília,70070-010,2009-03-18T19:41:24Z,2015-01-14T12:56:58Z,5312797
casadamoeda.gov.br,034.164.319/0005-06,CASA DA MOEDA DO BRASIL CMB,RJ,Rio de Janeiro,23565-200,1997-05-01T12:00:00Z,2019-06-11T14:16:43Z,38379
cmb.gov.br,034.164.319/0005-06,CASA DA MOEDA DO BRASIL CMB,RJ,Rio de Janeiro,23565-200,2007-08-22T11:39:06Z,2019-06-11T14:17:32Z,3770042
eafc-pa.gov.br,034.823.237/0001-94,Escola Agrotécnica Federal de Castanhal,PA,castanhal,68740-000,1998-09-22T14:28:55Z,2007-05-22T23:53:33Z,115409
tjap.gov.br,034.870.576/0001-21,TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA,AP,Macapá,68900-911,1998-05-14T12:57:56Z,2012-08-02T02:49:47Z,97640
tre-ap.gov.br,034.927.343/0001-18,Tribunal Regional Eleitoral do Amapá,AP,Macapá,68900-020,1998-08-05T19:21:57Z,2015-01-08T21:03:47Z,106206
al.gov.br,035.562.321/0001-64,FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE ALAGOAS,AL,Maceió,57020-330,1996-04-04T12:00:00Z,2018-01-03T07:07:19Z,6462
agronet-pe.gov.br,035.672.054/0001-88,ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM,PE,Belo Jardim,55155-730,2002-04-11T11:56:47Z,2019-01-02T17:23:23Z,786648
trt19.gov.br,035.734.318/0001-80,TRT da 19a Regiao,AL,Maceió,57020-440,1999-06-30T14:23:33Z,2017-08-03T12:54:56Z,169924
eafcol.gov.br,036.351.658/0001-95,Escola Agrotécnica Federal de Colatina,ES,Colatina,29709-910,2004-03-17T19:11:27Z,2016-02-19T10:47:05Z,1572501
infraestrutura.gov.br,037.115.342/0001-67,MINISTERIO DA INFRAESTRUTURA,DF,Brasília,70044-902,2019-01-04T18:51:26Z,2019-01-04T21:18:23Z,19155751
transportes.gov.br,037.115.342/0001-67,MINISTERIO DA INFRAESTRUTURA,DF,Brasília,70044-902,1996-12-05T11:00:00Z,2014-07-30T19:13:13Z,23865
trensurb.gov.br,037.115.342/0001-67,MINISTERIO DA INFRAESTRUTURA,DF,Brasília,70044-902,2002-01-21T20:35:04Z,2017-10-11T17:17:46Z,721838
caged.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,2005-04-29T18:22:22Z,2017-07-31T19:47:44Z,2088808
fat.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,2010-03-17T18:09:28Z,2017-07-31T19:47:26Z,6639489
mtb.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,1996-01-08T12:00:00Z,2017-06-22T23:49:44Z,5021
mte.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,1999-02-11T18:24:28Z,2018-01-19T22:45:07Z,141353
mtecbo.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,2002-10-17T11:25:31Z,2017-07-31T19:45:59Z,982440
mtecbo2000.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,2001-06-27T13:07:25Z,2010-12-15T11:21:57Z,586428
trabalho.gov.br,037.115.367/0033-48,MINISTERIO DO TRABALHO E EMPREGO,DF,Brasília,70056-900,2000-07-28T21:30:21Z,2017-07-31T19:44:40Z,394684
mtbauru.gov.br,037.115.367/0041-58,Ministério do Trabalho e Emprego - MTE,SP,Bauru,17000-100,2002-07-16T18:04:35Z,2002-07-16T15:04:35Z,913109
espacobrasil.gov.br,037.115.375/0001-07,Ministério do Meio Ambiente,DF,Brasília,70068-900,2017-10-30T20:17:06Z,2017-11-29T16:04:05Z,17605159
protegeer.gov.br,037.115.375/0001-07,Ministério do Meio Ambiente,DF,Brasília,70068-900,2017-10-30T17:34:24Z,2017-11-29T18:12:51Z,17605172
webambiente.gov.br,037.115.375/0001-07,Ministério do Meio Ambiente,DF,Brasília,70068-900,2017-11-28T11:57:02Z,2018-10-10T14:56:44Z,17733835
ambiente.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:13Z,2017-11-29T13:57:24Z,615398
brazilenvironment-mobile.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:18Z,2018-02-15T17:22:36Z,615408
brazilsenvironment.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:17Z,2018-02-15T18:27:21Z,615404
conferenciameioambiente.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2013-02-27T19:43:59Z,2017-11-29T14:04:01Z,11119091
consumosustentavel.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2012-02-01T17:26:02Z,2017-11-29T14:05:55Z,9373581
environment.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:13Z,2018-02-15T18:33:33Z,615399
meioambiente.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2000-03-21T20:30:38Z,2017-11-29T16:40:41Z,285374
meioambientedobrasil.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:16Z,2017-11-29T16:37:05Z,615403
ministeriodomeioambiente.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:15Z,2017-11-29T16:44:47Z,615402
mma.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,1995-07-10T12:00:00Z,2017-11-29T17:13:18Z,0
nossoambiente.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2001-08-13T20:13:18Z,2017-11-29T17:25:51Z,615405
p2r2.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2010-11-04T13:02:45Z,2017-11-29T17:30:32Z,7525532
passaporteverde.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2009-02-16T19:16:51Z,2017-11-29T17:48:10Z,5271410
portalambiental.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2000-03-21T20:30:49Z,2017-11-29T18:07:48Z,285789
programaarpa.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2013-04-25T14:28:13Z,2017-11-29T18:11:18Z,11387857
redemulheres.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2013-08-20T15:00:36Z,2016-04-11T13:37:40Z,11876431
redepcs.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2012-08-02T13:55:14Z,2017-11-30T11:59:36Z,10249172
retp.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2010-12-10T18:32:13Z,2017-11-30T12:01:16Z,7588661
sacoeumsaco.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2009-12-16T11:43:11Z,2016-04-11T13:40:01Z,6283396
segurancaquimica.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2011-12-16T12:12:45Z,2017-11-30T12:03:43Z,9164073
separeolixo.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2011-07-26T11:14:03Z,2017-11-30T12:06:13Z,8572182
sinir.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2012-12-06T18:47:05Z,2017-12-13T14:10:08Z,10795307
sisgen.gov.br,037.115.375/0002-98,MINISTERIO DO MEIO AMBIENTE,DF,Brasília,70068-900,2015-10-14T19:25:25Z,2017-11-30T12:09:59Z,14786814
cnrh.gov.br,037.115.375/0003-79,SECRETARIA DE RECURSOS HIDRICOS E AMBIENTE URBANO,DF,Brasília,70730-542,2008-09-09T13:05:26Z,2017-12-04T13:38:47Z,4837697
proagua.gov.br,037.115.375/0003-79,SECRETARIA DE RECURSOS HIDRICOS E AMBIENTE URBANO,DF,Brasília,70730-542,1997-08-21T12:00:00Z,2002-11-12T18:40:24Z,53330
jbrj.gov.br,037.115.375/0007-00,INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO =,RJ,Rio de Janeiro,22460-030,1997-09-10T12:00:00Z,2015-08-20T17:37:55Z,57014
car.gov.br,037.115.375/0008-83,Serviço Florestal Brasileiro,DF,Brasília,70818-900,2012-12-06T12:40:07Z,2018-12-07T16:56:34Z,10813198
florestal.gov.br,037.115.375/0008-83,Serviço Florestal Brasileiro,DF,Brasília,70818-900,2007-07-23T13:51:07Z,2018-12-06T18:35:46Z,3751211
iufro2019.gov.br,037.115.375/0008-83,Serviço Florestal Brasileiro,DF,Brasília,70818-900,2015-02-11T19:11:57Z,2018-12-06T18:36:10Z,13825876
servicoflorestal.gov.br,037.115.375/0008-83,Serviço Florestal Brasileiro,DF,Brasília,70818-900,2006-10-16T18:00:06Z,2018-12-06T18:36:20Z,3069138
ccpe.gov.br,037.115.383/0005-87,MINISTERIO DE MINAS E ENERGIA,DF,Brasília,70065-900,2000-02-29T21:25:17Z,2009-02-14T13:46:53Z,275195
energiabrasil.gov.br,037.115.383/0005-87,MINISTERIO DE MINAS E ENERGIA,DF,Brasília,70065-900,2001-06-01T13:26:50Z,2009-02-14T13:47:04Z,573428
mme.gov.br,037.115.383/0005-87,MINISTERIO DE MINAS E ENERGIA,DF,Brasília,70065-900,1996-07-17T12:00:00Z,2017-09-23T19:35:39Z,11916
poupeenergia.gov.br,037.115.383/0005-87,MINISTERIO DE MINAS E ENERGIA,DF,Brasília,70065-900,2001-05-09T19:37:06Z,2009-02-14T13:47:25Z,563081
dnc.gov.br,037.115.383/0034-11,Agência Nacional do Petróleo - DNC,RJ,Rio de Janeiro,20090-004,1996-08-22T12:00:00Z,2017-11-07T15:11:02Z,14672
trt24.gov.br,037.115.409/0001-63,TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO,MS,Campo Grande,79031-908,1997-06-13T12:00:00Z,2017-02-11T15:09:36Z,42809
trtms.gov.br,037.115.409/0001-63,TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO,MS,Campo Grande,79031-908,2003-10-17T19:31:51Z,2017-02-11T15:10:40Z,1399086
trt23.gov.br,037.115.425/0001-56,TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO,MT,Cuiabá,78049-935,1996-10-21T11:00:00Z,2018-10-29T17:58:49Z,19718
crecito.gov.br,038.145.157/0001-88,CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 25 REG,TO,Palmas,77015-973,2016-03-16T19:18:31Z,2016-03-16T19:18:31Z,15262151
esamur.gov.br,039.750.948/0001-08,Agência. San. Básico do Mun. Resende SANEAR,RJ,Resende,27523-000,2000-05-23T13:26:52Z,2006-08-28T19:15:06Z,326150
bn.gov.br,040.176.679/0001-99,FUNDACAO BIBLIOTECA NACIONAL,RJ,Rio de Janeiro,20040-008,2013-01-31T13:39:16Z,2018-05-10T16:58:25Z,10957465
documenta.gov.br,040.176.679/0001-99,FUNDACAO BIBLIOTECA NACIONAL,RJ,Rio de Janeiro,20040-008,2003-07-03T19:51:25Z,2017-05-11T13:19:22Z,1255106
fbn.gov.br,040.176.679/0001-99,FUNDACAO BIBLIOTECA NACIONAL,RJ,Rio de Janeiro,20040-008,2013-01-31T15:29:54Z,2017-05-11T13:19:31Z,10957415
eafvsa.gov.br,041.008.699/0001-13,Instituto Federal de Pernambuco Campus Vitória,PE,Vitória de Santo Antão,55612-010,2004-09-28T12:04:03Z,2011-01-11T17:10:01Z,1817818
eafcrato.gov.br,041.338.161/0001-77,Escola Agrotécnica Federal de Crato,CE,Crato,63115-500,2005-05-30T15:08:41Z,2018-03-02T02:14:53Z,2139432
eafigt.gov.br,041.339.771/0001-95,ESCOLA AGROTECNICA FEDERAL DE IGUATU-C,CE,iguatu,63500-000,2002-02-22T19:32:54Z,2007-12-28T14:16:05Z,737396
valec.gov.br,042.150.664/0007-72,"VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S.A.",DF,Brasília,70040-908,2005-09-15T14:51:35Z,2012-03-10T09:41:32Z,2346471
portosrio.gov.br,042.266.890/0001-28,Companhia Docas do Rio de Janeiro,RJ,Rio de Janeiro,20081-000,1998-02-27T18:13:54Z,2019-02-27T17:16:36Z,87552
meufuturoseguro.gov.br,042.354.068/0001-19,Superintendência de Seguros Privados,RJ,Rio de Janeiro,20071-900,2017-03-27T11:15:00Z,2017-03-27T11:15:00Z,16794662
susep.gov.br,042.354.068/0001-19,Superintendência de Seguros Privados,RJ,Rio de Janeiro,20071-900,1998-01-16T12:25:06Z,2013-06-05T17:34:01Z,82347
cbtu.gov.br,042.357.483/0001-26,Companhia Brasileira de Trens Urbanos,RJ,Rio de Janeiro,20221-901,1998-02-20T12:15:14Z,2002-02-21T23:25:18Z,86585
metrobh.gov.br,042.357.483/0005-50,Companhia Brasileira de Trens Urbanos,MG,Belo Horizonte,31110-060,2003-02-05T13:19:03Z,2018-04-04T17:03:26Z,1082083
cbtu-sturec.gov.br,042.357.483/0006-30,COMPANHIA BRASILEIRA DE TRENS URBANOS,PE,Recife,50900-000,2011-06-01T12:34:02Z,2016-04-11T18:28:08Z,8249316
cbtumetrorec.gov.br,042.357.483/0006-30,COMPANHIA BRASILEIRA DE TRENS URBANOS,PE,Recife,50900-000,2008-04-10T13:07:49Z,2018-03-07T16:21:28Z,4350194
cbtu-natal.gov.br,042.357.483/0009-83,Companhia Brasileira de Trens Urbanos-Gerencia Nat,RN,Natal,59012-380,1998-08-28T14:59:07Z,2001-07-06T15:34:00Z,112905
cbtujp.gov.br,042.357.483/0010-17,Companhia Brasileira de Trens Urbanos,PB,João Pessoa,58010-540,2000-09-27T17:05:57Z,2001-06-18T20:26:42Z,430223
cp2.gov.br,042.414.284/0001-02,Colégio Pedro II,RJ,Rio de Janeiro,20921-903,2009-07-10T16:17:13Z,2017-05-05T15:16:25Z,5737217
dtpdf.gov.br,042.422.253/0014-18,DATAPREV DF,DF,Brasília,70070-931,1997-02-27T12:00:00Z,2017-01-12T13:15:50Z,31562
inss.gov.br,042.422.253/0014-18,DATAPREV DF,DF,Brasília,70070-931,1998-07-27T13:47:15Z,2017-01-12T13:29:56Z,108377
previdenciasocial.gov.br,042.422.253/0014-18,DATAPREV DF,DF,Brasília,70070-931,1999-12-27T12:41:21Z,2017-01-16T17:16:27Z,234838
xn--assistnciasocial-xqb.gov.br,042.422.253/0014-18,DATAPREV DF,DF,Brasília,70070-931,2005-09-09T13:06:14Z,2005-09-09T12:00:00Z,2340762
xn--previdnciasocial-xqb.gov.br,042.422.253/0014-18,DATAPREV DF,DF,Brasília,70070-931,2006-10-27T13:20:12Z,2006-10-27T13:20:12Z,3165465
cnis.gov.br,042.422.253/0027-32,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,RJ,Rio de Janeiro,22241-090,2002-10-08T18:27:09Z,2018-12-07T08:55:17Z,987612
dataprev.gov.br,042.422.253/0027-32,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,RJ,Rio de Janeiro,22241-090,1997-01-28T11:00:00Z,2018-12-07T08:56:30Z,29076
previdencia.gov.br,042.422.253/0027-32,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,RJ,Rio de Janeiro,22241-090,2003-05-28T19:23:35Z,2018-12-07T08:55:51Z,1203703
sirc.gov.br,042.422.253/0027-32,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,RJ,Rio de Janeiro,22241-090,2013-09-19T22:13:38Z,2018-12-07T08:55:37Z,11967324
xn--previdncia-r7a.gov.br,042.422.253/0027-32,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,RJ,Rio de Janeiro,22241-090,2005-08-31T13:55:29Z,2018-12-07T08:55:42Z,2322262
nuclebras.gov.br,042.515.882/0002-59,Nuclebras Equipamentos Pesados S.A.,RJ,Itaguaí,23825-410,2009-03-03T16:28:09Z,2009-03-03T16:28:09Z,5287038
nuclep.gov.br,042.515.882/0003-30,NUCLEBRÁS EQUIPAMENTOS PESADOS S.A.,RJ,ITAGUAI,22000-000,1998-12-04T18:37:33Z,2019-05-20T15:16:03Z,129198
casaruibarbosa.gov.br,042.519.488/0001-08,Fundacao Casa de Rui Barbosa,RJ,Rio de Janeiro,22260-000,1998-03-02T19:21:32Z,2018-09-03T19:53:50Z,87512
rb.gov.br,042.519.488/0001-08,Fundacao Casa de Rui Barbosa,RJ,Rio de Janeiro,22260-000,2000-05-03T12:59:05Z,2018-09-03T19:55:25Z,314451
inpi.gov.br,042.521.088/0001-37,INPI - INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL,RJ,Rio de Janeiro,20090-010,1997-02-28T12:00:00Z,2019-06-09T16:38:36Z,31664
eletronuclear.gov.br,042.540.211/0001-67,ELETROBRAS TERMONUCLEAR S.A. ELETRONUCLEAR,RJ,Rio de Janeiro,20091-020,1998-05-07T14:38:53Z,2019-05-27T13:48:27Z,95963
eafajt.gov.br,042.709.402/0001-00,Escola Agrotécnica Federal Antônio José Teixeira,BA,Guanambi,46430-000,2003-03-24T15:00:09Z,2009-09-28T12:00:47Z,1136184
eafguanambi.gov.br,042.709.402/0001-00,Escola Agrotécnica Federal Antônio José Teixeira,BA,Guanambi,46430-000,2005-07-07T14:11:32Z,2009-09-28T12:00:54Z,2222962
crasp.gov.br,043.060.078/0001-04,Conselho Regional de Administração de São Paulo,SP,São Paulo,01427-001,2008-04-28T17:41:14Z,2019-04-11T19:27:21Z,4395208
coren-sp.gov.br,044.413.680/0001-40,Conselho Regional de Enfermagem de SP,SP,São Paulo,01331-000,2008-09-18T18:09:57Z,2018-09-19T17:40:21Z,4868212
corensp.gov.br,044.413.680/0001-40,Conselho Regional de Enfermagem de SP,SP,São Paulo,01331-000,2008-09-18T17:54:29Z,2018-09-19T17:45:59Z,4794739
codesp.gov.br,044.837.524/0001-07,COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP,SP,Santos,11015-900,2009-03-23T16:05:57Z,2009-03-26T00:17:30Z,5391404
portodesantos.gov.br,044.837.524/0001-07,COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP,SP,Santos,11015-900,2009-03-26T00:24:31Z,2009-03-26T00:24:31Z,5391399
ahrana.gov.br,044.837.524/0005-30,ADIMINISTRAÇÃO DA HIDROVIA DO PARANÁ-AHRANA,SP,São Paulo,01451-000,2002-10-21T19:02:43Z,2006-05-17T16:35:21Z,997263
ahipar.gov.br,044.837.524/0006-11,AHIPAR ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI,MS,CORUMBÁ,79300-000,1997-11-25T11:00:00Z,2010-04-07T17:56:44Z,71033
comunidadenegra.gov.br,046.379.400/0001-50,Casa Civil,SP,São Paulo,01034-000,2000-07-12T18:59:03Z,2004-08-25T11:46:46Z,366436
cofen.gov.br,047.217.146/0001-57,CONSELHO FEDERAL DE ENFERMAGEM,DF,Brasília,70736-550,2002-05-28T15:35:31Z,2018-03-21T19:50:07Z,854945
portalcofen.gov.br,047.217.146/0001-57,CONSELHO FEDERAL DE ENFERMAGEM,DF,Brasília,70736-550,2000-08-29T18:29:52Z,2018-03-21T19:49:54Z,410071
crefito-sp.gov.br,049.781.479/0001-30,CONS REG DE FISIO E TERAP OCUP 3 REG,SP,São Paulo,01333-010,2008-07-11T16:22:23Z,2018-07-18T20:43:13Z,4666492
crefitosp.gov.br,049.781.479/0001-30,CONS REG DE FISIO E TERAP OCUP 3 REG,SP,São Paulo,01333-010,2008-07-11T13:32:26Z,2018-07-18T21:18:43Z,4644585
crmvsp.gov.br,050.052.885/0001-40,Conselho Regional de Med.Veterinária de SP,SP,São Paulo,04104-021,2011-08-01T10:57:05Z,2017-11-30T10:12:26Z,8561217
seade.gov.br,051.169.555/0001-00,FUNDACAO SEADE SISTEMA ESTADUAL DE ANALISE DE DADO,SP,São Paulo,05508-000,1996-01-01T12:00:00Z,2019-04-17T15:14:19Z,0
cfbm.gov.br,052.391.703/0001-91,CONSELHO FEDERAL DE BIOMEDICINA,SP,Ribeirão Preto,14010-080,2015-11-17T12:39:52Z,2016-12-02T19:12:44Z,14932442
trf3.gov.br,059.949.362/0001-76,Tribunal Regional Federal da Terceira Regiao,SP,São Paulo,01310-923,1998-08-24T17:57:05Z,2017-10-23T20:43:48Z,111967
butantan.gov.br,061.821.344/0001-56,Instituto Butantan,SP,São Paulo,05503-000,1998-02-09T19:05:53Z,2018-06-05T20:37:22Z,85080
crbm1.gov.br,062.021.837/0001-74,Conselho Regional de Biomedicina 1º Regiao,SP,São Paulo,01536-000,2008-09-19T13:29:32Z,2008-09-19T13:29:32Z,4806281
coreconsp.gov.br,062.144.084/0001-94,CONSELHO REGIONAL DE ECONOMIA 2O REGIAO/SP,SP,São Paulo,01009-000,2018-02-27T18:24:49Z,2018-02-27T18:24:49Z,18010416
fundacentro.gov.br,062.428.073/0001-36,FUNDACENTRO - FUND.JORGE D.F. SEG. E MED. DO TRAB.,SP,São Paulo,05409-002,1997-02-03T11:00:00Z,2018-03-28T10:52:13Z,29635
fundacentrorj.gov.br,062.428.073/0002-17,Fundacao J. D. F. de Seg. e Medicina do Trabalho,RJ,Rio de Janeiro,20071-000,1998-01-16T12:22:06Z,2013-08-25T22:07:44Z,80592
fundacentro-pe.gov.br,062.428.073/0006-40,FUNDACENTRO - FUNDACAO JORGE DUPRAT FIGUEIREDO DE,PE,Recife,52030-190,1997-12-12T11:00:00Z,2011-06-13T13:17:30Z,75337
fundacentro-es.gov.br,062.428.073/0014-50,Fund. Jorge Duprat Figueiredo de Seg. Med Trabalho,ES,Vitoria,29065-160,1998-02-26T18:05:59Z,2005-10-31T18:07:34Z,86056
fundacentro-ba.gov.br,062.428.073/0017-01,FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEG.E MED.TRAB,BA,Salvador,41820-770,1998-05-12T20:49:40Z,2006-06-08T14:20:16Z,95208
fundacentroms.gov.br,062.428.073/0023-41,FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEG,MS,Campo Grande,79002-074,1999-05-25T14:09:48Z,2006-02-01T14:28:45Z,162875
ceagesp.gov.br,062.463.005/0001-08,Companhia de Entrepostos e Armazéns Gerais de SP,SP,São Paulo,05316-900,2003-10-01T11:20:18Z,2015-12-30T13:49:10Z,1357071
